measure,country,sex,age,cause,metric,year,value,upper_ci,lower_ci
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2003,376919.1845114464,457584.96275908855,306770.8041302165
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2003,0.0118788388697725,0.0143876012432769,0.0096280702655798
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2003,1143.02671246772,1387.64981234671,930.29815975151
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Number,2003,15171.509768711929,18810.185921408705,11725.695772809691
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Percent,2003,0.0001195916487408,0.0001514090594594,8.9298745979e-05
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Rate,2003,46.00837963867,57.04285124813,35.55877238767
Incidence,Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2003,7074.095907186092,9171.96752973608,5282.3157109263775
Incidence,Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2003,5.57251791373e-05,7.31066356821e-05,4.17482618147e-05
Incidence,Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2003,21.45255779154,27.81446082656,16.0188926682
Deaths,Algeria,Both,All ages,Rheumatic heart disease,Number,2004,586.5373565512951,960.9594757172752,331.48600561463525
Deaths,Algeria,Both,All ages,Rheumatic heart disease,Percent,2004,0.0037607555905738,0.0062353202926416,0.0021191184974289
Deaths,Algeria,Both,All ages,Rheumatic heart disease,Rate,2004,1.7556504425793222,2.876387854924773,0.9922190734586056
Deaths,Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2004,490.8062573807356,671.9283169745013,356.4121736629943
Deaths,Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0031465114421636,0.0042956344973505,0.0022911832291571
Deaths,Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2004,1.469103738008596,2.011246570915888,1.066829219729964
Deaths,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,1379.130754368304,1979.931330721047,823.0227355274316
Deaths,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0088392629242925,0.0127178086510555,0.0052979604429889
Deaths,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,4.128077252432793,5.926421016890634,2.4635092952604
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Rheumatic heart disease,Number,2004,38434.54401260614,56726.22793285051,25048.01712538196
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Rheumatic heart disease,Percent,2004,0.0040721038951501,0.0059361976943286,0.0027148879785962
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Rheumatic heart disease,Rate,2004,115.04403505144042,169.7955399835727,74.97487050181671
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2004,12632.316933903436,16301.706235965596,9769.726199823184
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0013373960445791,0.0016333765050445,0.0010598137689768
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2004,37.81162882141212,48.7950127102742,29.243191307454826
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,77060.25351289693,104766.71392276764,54453.18580430065
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0081753336304891,0.0111708375783729,0.0057025496317954
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,230.66027538411407,313.59251991650825,162.99176632036696
YLDs (Years Lived with Disability),Algeria,Both,All ages,Rheumatic heart disease,Number,2004,10967.665880209302,17747.414015129216,6742.245258042362
YLDs (Years Lived with Disability),Algeria,Both,All ages,Rheumatic heart disease,Percent,2004,0.0032716861826609,0.0043314109911617,0.0023012286410993
YLDs (Years Lived with Disability),Algeria,Both,All ages,Rheumatic heart disease,Rate,2004,32.82891914995,53.12237135840999,20.18119688208
YLDs (Years Lived with Disability),Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2004,5520.305068103812,8282.255428361907,3413.3740502394667
YLDs (Years Lived with Disability),Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0016551076051197,0.0022132914293993,0.0011122529540353
YLDs (Years Lived with Disability),Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2004,16.52362961666,24.79082576062,10.21706732752
YLDs (Years Lived with Disability),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,20807.31734291788,28570.78873227613,13903.593711821906
YLDs (Years Lived with Disability),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0062238773547445,0.0078818969423353,0.0049312702204337
YLDs (Years Lived with Disability),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,62.2814139525,85.51939159952,41.61687261852
YLLs (Years of Life Lost),Algeria,Both,All ages,Rheumatic heart disease,Number,2004,27466.878132396843,44553.46058010244,14429.868502332003
YLLs (Years of Life Lost),Algeria,Both,All ages,Rheumatic heart disease,Percent,2004,0.0045036584901259,0.0072964892929868,0.0023608153389361
YLLs (Years of Life Lost),Algeria,Both,All ages,Rheumatic heart disease,Rate,2004,82.21511590148404,133.3594559872786,43.19214239215306
YLLs (Years of Life Lost),Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2004,7112.011865799623,9570.155576272442,5311.109104978656
YLLs (Years of Life Lost),Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0011662128596768,0.0015680341157174,0.0008650195125199
YLLs (Years of Life Lost),Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2004,21.2879992047506,28.6458273891141,15.897454691664434
YLLs (Years of Life Lost),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,56252.936169979,85792.3084623566,32786.69017276577
YLLs (Years of Life Lost),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0092217863573397,0.0141070186529654,0.0054227803522939
YLLs (Years of Life Lost),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,168.3788614316041,256.7974616441426,98.13862061741206
Prevalence,Algeria,Both,All ages,Rheumatic heart disease,Number,2004,228553.97043144732,275938.3394791815,180869.181376967
Prevalence,Algeria,Both,All ages,Rheumatic heart disease,Percent,2004,0.0071120715588404,0.0085684929429287,0.0056233561661137
Prevalence,Algeria,Both,All ages,Rheumatic heart disease,Rate,2004,684.11819785964,825.9512585518601,541.38590626266
Prevalence,Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2004,72511.06178806996,92782.46502738413,52804.35091169871
Prevalence,Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2004,0.0022562555048954,0.0028922380588891,0.0016404750907361
Prevalence,Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2004,217.04342664317,277.72071798922,158.05639830568
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2004,399968.53261354304,487496.6452322108,325727.7707779438
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2004,0.0124460145972063,0.0151152930140529,0.0100733063963033
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2004,1197.20410551439,1459.19725555113,974.98326157621
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Number,2004,15261.490623561753,18942.46093414286,11676.536214736245
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Percent,2004,0.0001203479693737,0.0001522545502358,8.96144497277e-05
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Rate,2004,45.68139176201,56.69944045526,34.95074225745
Incidence,Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2004,7345.460685580827,9490.640017537817,5501.056708584875
Incidence,Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2004,5.78869760227e-05,7.5644380014e-05,4.27862548145e-05
Incidence,Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2004,21.98676888956,28.40781778183,16.466014546569998
Deaths,Algeria,Both,All ages,Rheumatic heart disease,Number,2005,586.2801367543881,939.9446055922292,332.58911293970544
Deaths,Algeria,Both,All ages,Rheumatic heart disease,Percent,2005,0.0037224723737619,0.0059584411594622,0.002102036054455
Deaths,Algeria,Both,All ages,Rheumatic heart disease,Rate,2005,1.7322615058723538,2.7772215973980865,0.9826894712945812
Deaths,Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2005,522.1763640632829,706.6873831643842,381.37573512394994
Deaths,Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0033152521569464,0.0044816998830706,0.0024213756384328
Deaths,Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2005,1.5428563207867247,2.0880246042757764,1.1268376051187186
Deaths,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,1419.0510982788048,2062.756204519501,864.8667580679571
Deaths,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0090073711144359,0.0131129145429096,0.0054903742252984
Deaths,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,4.192820868915201,6.0947539325990086,2.5553916955187157
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Rheumatic heart disease,Number,2005,38096.34187049021,56227.155083136575,24818.759946802595
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Rheumatic heart disease,Percent,2005,0.0040242398378978,0.0058746044221711,0.0026685871560602
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Rheumatic heart disease,Rate,2005,112.56193481521596,166.13241730213457,73.33112582892045
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2005,13288.234804655203,17058.92373491586,10196.281602489886
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.001402939673868,0.0017141982641021,0.0011095604150396
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2005,39.26228468275863,50.40340797011628,30.12659821771713
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,78183.62441522854,107488.29231758488,56660.98516282832
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0082703912378937,0.0114736761469089,0.0058910903346566
DALYs (Disability-Adjusted Life Years),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,231.00643271634556,317.59191458282623,167.41423993269447
YLDs (Years Lived with Disability),Algeria,Both,All ages,Rheumatic heart disease,Number,2005,11229.410298287166,17903.423038971265,6902.568905328017
YLDs (Years Lived with Disability),Algeria,Both,All ages,Rheumatic heart disease,Percent,2005,0.0032843597147062,0.004355629998594,0.0022853354018072
YLDs (Years Lived with Disability),Algeria,Both,All ages,Rheumatic heart disease,Rate,2005,33.17914760178,52.89862065845,20.39477999804
YLDs (Years Lived with Disability),Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2005,5740.627056553012,8618.279345977553,3511.1195491627354
YLDs (Years Lived with Disability),Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.001687250002196,0.0022567884790084,0.0011479091580819
YLDs (Years Lived with Disability),Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2005,16.961630876130002,25.46412989622,10.37418267519
YLDs (Years Lived with Disability),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,21878.31681118303,30617.475727992864,14224.069681482197
YLDs (Years Lived with Disability),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0064160924199933,0.0080110991656115,0.0050336914605535
YLDs (Years Lived with Disability),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,64.64310088194,90.46438943709,42.02736340767
YLLs (Years of Life Lost),Algeria,Both,All ages,Rheumatic heart disease,Number,2005,26866.93157220307,43151.45636971593,14212.074679415156
YLLs (Years of Life Lost),Algeria,Both,All ages,Rheumatic heart disease,Percent,2005,0.0044348025287401,0.0071131478677009,0.0023340162077273
YLLs (Years of Life Lost),Algeria,Both,All ages,Rheumatic heart disease,Rate,2005,79.3827872134295,127.49810560766848,41.99192219273116
YLLs (Years of Life Lost),Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2005,7547.607748102191,10007.980795721614,5662.89958208766
YLLs (Years of Life Lost),Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0012459774206981,0.0016564251790908,0.0009350802653756
YLLs (Years of Life Lost),Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2005,22.30065380662665,29.5702323805678,16.731972213789437
YLLs (Years of Life Lost),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,56305.3076040455,86277.69984888654,33688.36134220245
YLLs (Years of Life Lost),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0092926000742825,0.0141811989442905,0.005575469513117
YLLs (Years of Life Lost),Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,166.363331834404,254.92171556555212,99.53782823357578
Prevalence,Algeria,Both,All ages,Rheumatic heart disease,Number,2005,233817.534125927,284598.9068225579,185342.81203838164
Prevalence,Algeria,Both,All ages,Rheumatic heart disease,Percent,2005,0.0071834965712429,0.0087322281475255,0.0056719774067912
Prevalence,Algeria,Both,All ages,Rheumatic heart disease,Rate,2005,690.85252658665,840.8944802927899,547.62595311791
Prevalence,Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2005,75377.97502929595,97119.66479554104,54876.25323576206
Prevalence,Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2005,0.0023157202251347,0.0029858088781583,0.0016848774378881
Prevalence,Algeria,Both,All ages,Atrial fibrillation and flutter,Rate,2005,222.71667816806,286.95609187766,162.14095465191
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Number,2005,421546.66463509307,516697.73524705146,343331.4943929326
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2005,0.0129510000056977,0.0158156916943104,0.0104480993315244
Prevalence,Algeria,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2005,1245.5292517989,1526.66880698852,1014.42961172614
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Number,2005,15341.914439944572,19069.05365607256,11730.80752220866
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Percent,2005,0.0001204918237209,0.0001523863917229,8.98342769848e-05
Incidence,Algeria,Both,All ages,Rheumatic heart disease,Rate,2005,45.33022039229,56.3426688557,34.66060852072
Incidence,Algeria,Both,All ages,Atrial fibrillation and flutter,Number,2005,7626.709402321007,9846.316519236734,5721.969062350946
Incidence,Algeria,Both,All ages,Atrial fibrillation and flutter,Percent,2005,5.98620589515e-05,7.82520791126e-05,4.41927509837e-05
